Country,Mauritius,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
2000,1.2,0.4639,0.4066,0.1295,0.1295,5603.2142,6079.0929,21144.1549,3.773576021,,,
2001,1,0.4634,0.4053,0.1313,0.1316,5822.4609,6274.5068,22685.6353,3.896227837,,,
2002,1.6,0.4629,0.404,0.133,0.1337,6611.4841,7047.308,26738.0065,4.044176579,,,
2003,1.4,0.4624,0.4028,0.1348,0.1358,6886.6742,7364.7274,28149.9669,4.087599754,,,
2004,1.6,0.4683,0.399,0.1327,0.1389,7212.3996,7831.2405,30171.9474,4.183343887,,,
2005,1.9,0.4742,0.3952,0.1306,0.1419,7573.7472,8111.7107,32682.7914,4.315273762,,,
2006,2.2,0.48,0.3914,0.1286,0.1449,7864.3024,8386.7653,34976.5311,4.447505951,,,
2007,2.2,0.4859,0.3876,0.1265,0.1479,7884.6984,8709.044,35920.7898,4.555759907,,,
2008,2.7,0.4918,0.3838,0.1244,0.1509,8214.9029,9055.5278,38003.3634,4.626148701,,,
2009,2.5,0.4976,0.3801,0.1223,0.1539,8601.2031,9527.632,40286.1785,4.683784008,,,
2010,2.4,0.4898,0.3842,0.1259,0.1497,9043.0206,10021.8562,42304.3692,4.678123474,,,
2011,2.4,0.482,0.3884,0.1295,0.1455,9218.572,10288.0372,43304.7908,4.697559834,,,
2012,2.7,0.4742,0.3926,0.1332,0.1413,9384.7331,10452.0163,44278.3003,4.718120575,,,
2013,2.5,0.4664,0.3968,0.1368,0.1371,9803.7324,10865.1827,46276.6814,4.720312595,,,
2014,2.7,0.4586,0.401,0.1404,0.1328,10331.504,11251.7267,48741.7752,4.717781067,,,
2015,2.6,0.4508,0.4052,0.144,0.1286,10411.8236,11245.1641,49138.471,4.719487667,,,
2016,2.8,0.4429,0.4094,0.1477,0.1244,10127.2106,10780.5057,47900.5273,4.729883194,,,
2017,2.7,0.4351,0.4136,0.1513,0.1201,9883.828,10580.981,46870.9092,4.742182255,,,
2018,2.7,0.4272,0.4178,0.155,0.1159,9798.785,10493.4946,46601.4367,4.755838394,,,
2019,2.6,0.4272,0.4178,0.155,0.1159,9844.0407,10431.1536,46966.5726,4.771066189,,,
,,,,,,,,,,,,
Country,Uganda,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,2.6,0.5177,0.3555,0.1268,0.1803,2082.9199,2233.325,9657.5222,4.636530399,,,
1999,2.2,0.5321,0.3462,0.1217,0.1936,2103.9676,2298.045,9775.8075,4.646368027,,,
2000,2.3,0.5427,0.3386,0.1188,0.2046,2131.6092,2329.5856,10078.4924,4.728114605,,,
2001,1.9,0.5533,0.3309,0.1158,0.2156,2201.4728,2420.7084,10467.473,4.754759312,,,
2002,2.1,0.5639,0.3232,0.1129,0.2266,2322.5608,2532.9686,10937.9487,4.709434986,,,
2003,2.2,0.5511,0.3334,0.1155,0.2111,2398.4011,2623.5007,11430.8525,4.766030312,,,
2004,2.6,0.5383,0.3435,0.1182,0.1956,2428.5392,2702.4082,11719.8001,4.825864315,,,
2005,2.5,0.5254,0.3537,0.1209,0.1801,2580.1505,2845.6448,12735.7424,4.936046124,,,
2006,2.7,0.531,0.349,0.12,0.1813,2744.8612,3019.2957,14346.222,5.226574898,,,
2007,2.8,0.5366,0.3443,0.1192,0.1825,2889.9024,3169.7805,15308.1384,5.297112465,,,
2008,2.6,0.5421,0.3395,0.1183,0.1837,3035.6628,3327.9798,16071.9061,5.294364929,,,
2009,2.5,0.5477,0.3348,0.1175,0.1849,3057.8743,3383.4353,16332.4302,5.341105938,,,
2010,2.5,0.5332,0.3451,0.1217,0.175,3201.4915,3517.6791,16986.9598,5.305951595,,,
2011,2.4,0.5188,0.3554,0.1258,0.1651,3262.1802,3607.9746,17369.214,5.324419022,,,
2012,2.9,0.5043,0.3657,0.13,0.1553,3255.0008,3606.8477,17336.4687,5.326102734,,,
2013,2.6,0.5084,0.3638,0.1278,0.1591,3247.6894,3625.4111,17303.0997,5.327818394,,,
2014,2.6,0.5125,0.3619,0.1256,0.1629,3299.2629,3664.8173,17547.1459,5.31850481,,,
2015,2.5,0.5166,0.3599,0.1235,0.1667,3334.5277,3692.4381,17544.8723,5.261576176,,,
2016,2.5,0.5207,0.358,0.1213,0.1705,3299.5522,3686.7841,17424.9607,5.281007767,,,
2017,2.6,0.5207,0.358,0.1213,0.1705,3285.747,3702.0586,17496.0173,5.324821949,,,
2018,2.6,0.5207,0.358,0.1213,0.1705,3345.2343,3766.5276,17867.5851,5.341205597,,,
2019,2.8,0.5207,0.358,0.1213,0.1705,3416.1301,3842.8652,18338.3356,5.368160725,,,
